Release_Date,Title,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Languages
12-04-2019,"Salò, or the 120 Days of Sodom",44.658,1408,6.5,it,War,Italian
12-04-2019,"Salò, or the 120 Days of Sodom",44.658,1408,6.5,it,Drama,Italian
12-04-2019,"Salò, or the 120 Days of Sodom",44.658,1408,6.5,it,Horror,Italian
12-04-2019,Smallfoot,44.654,1223,6.8,en,Family,English
12-04-2019,Smallfoot,44.654,1223,6.8,en,Animation,English
12-04-2019,Smallfoot,44.654,1223,6.8,en,Adventure,English
12-04-2019,Smallfoot,44.654,1223,6.8,en,Fantasy,English
11-04-2019,Barbie Mariposa,44.621,395,6.7,en,Animation,English
11-04-2019,Barbie Mariposa,44.621,395,6.7,en,Fantasy,English
11-04-2019,Barbie Mariposa,44.621,395,6.7,en,Family,English
11-04-2019,The Last Warrior: A Messenger of Darkness,44.609,23,7.3,ru,Fantasy,Other
11-04-2019,The Last Warrior: A Messenger of Darkness,44.609,23,7.3,ru,Adventure,Other
11-04-2019,Transformers: Rise of the Beasts,44.599,0,0,en,Action,English
11-04-2019,Transformers: Rise of the Beasts,44.599,0,0,en,Science Fiction,English
11-04-2019,Transformers: Rise of the Beasts,44.599,0,0,en,Adventure,English
10-04-2019,Top Gun: Maverick,44.584,0,0,en,Action,English
10-04-2019,Top Gun: Maverick,44.584,0,0,en,Drama,English
10-04-2019,GoodFellas,44.572,9860,8.5,en,Drama,English
10-04-2019,GoodFellas,44.572,9860,8.5,en,Crime,English
05-04-2019,Monsters vs Aliens,44.569,3754,6.2,en,Animation,English
05-04-2019,Monsters vs Aliens,44.569,3754,6.2,en,Family,English
05-04-2019,Monsters vs Aliens,44.569,3754,6.2,en,Adventure,English
05-04-2019,Monsters vs Aliens,44.569,3754,6.2,en,Science Fiction,English
05-04-2019,6 Bullets,44.565,252,6,en,Thriller,English
05-04-2019,6 Bullets,44.565,252,6,en,Action,English
05-04-2019,6 Bullets,44.565,252,6,en,Crime,English
05-04-2019,The Rebound,44.548,724,6.5,en,Romance,English
05-04-2019,The Rebound,44.548,724,6.5,en,Comedy,English
04-04-2019,Nausicaä of the Valley of the Wind,44.53,2600,7.9,ja,Adventure,Japanese
04-04-2019,Nausicaä of the Valley of the Wind,44.53,2600,7.9,ja,Animation,Japanese
04-04-2019,Nausicaä of the Valley of the Wind,44.53,2600,7.9,ja,Fantasy,Japanese
04-04-2019,Passengers,44.528,11236,6.9,en,Drama,English
04-04-2019,Passengers,44.528,11236,6.9,en,Romance,English
04-04-2019,Passengers,44.528,11236,6.9,en,Science Fiction,English
04-04-2019,Blackhat,44.516,1656,5.4,en,Crime,English
04-04-2019,Blackhat,44.516,1656,5.4,en,Thriller,English
04-04-2019,Blackhat,44.516,1656,5.4,en,Action,English
04-04-2019,A History of Violence,44.516,2444,7.2,en,Drama,English
04-04-2019,A History of Violence,44.516,2444,7.2,en,Thriller,English
04-04-2019,A History of Violence,44.516,2444,7.2,en,Crime,English
04-04-2019,Chernobyl Diaries,44.505,1294,5.2,en,Horror,English
04-04-2019,Chernobyl Diaries,44.505,1294,5.2,en,Thriller,English
03-04-2019,A Clockwork Orange,44.432,10473,8.2,en,Science Fiction,English
03-04-2019,A Clockwork Orange,44.432,10473,8.2,en,Drama,English
03-04-2019,Barbie and the Three Musketeers,44.427,525,7.2,en,Animation,English
03-04-2019,Barbie and the Three Musketeers,44.427,525,7.2,en,Family,English
03-04-2019,A Star Is Born,44.42,10112,7.5,en,Drama,English
03-04-2019,A Star Is Born,44.42,10112,7.5,en,Romance,English
03-04-2019,A Star Is Born,44.42,10112,7.5,en,Music,English
31-03-2019,A Dog's Journey,44.405,1076,8.1,en,Family,English
31-03-2019,A Dog's Journey,44.405,1076,8.1,en,Adventure,English
31-03-2019,A Dog's Journey,44.405,1076,8.1,en,Drama,English
29-03-2019,Tomb Raider,44.367,6585,6.3,en,Action,English
29-03-2019,Tomb Raider,44.367,6585,6.3,en,Adventure,English
29-03-2019,Tomb Raider,44.367,6585,6.3,en,Fantasy,English
29-03-2019,Storks,44.359,1931,6.6,en,Adventure,English
29-03-2019,Storks,44.359,1931,6.6,en,Animation,English
29-03-2019,Storks,44.359,1931,6.6,en,Comedy,English
29-03-2019,Storks,44.359,1931,6.6,en,Family,English
29-03-2019,Parasyte: Part 1,44.344,176,7.1,ja,Science Fiction,Japanese
29-03-2019,Parasyte: Part 1,44.344,176,7.1,ja,Horror,Japanese
29-03-2019,The House of Flowers: The Movie,44.335,90,8.2,es,Drama,Spanish
29-03-2019,Puss in Boots,44.318,2509,6.4,en,Animation,English
29-03-2019,Puss in Boots,44.318,2509,6.4,en,Adventure,English
29-03-2019,Puss in Boots,44.318,2509,6.4,en,Comedy,English
29-03-2019,Puss in Boots,44.318,2509,6.4,en,Family,English
29-03-2019,The Game Plan,44.306,1603,6.4,en,Comedy,English
29-03-2019,The Game Plan,44.306,1603,6.4,en,Family,English
28-03-2019,Cold Pursuit,44.261,1991,5.7,en,Action,English
28-03-2019,Cold Pursuit,44.261,1991,5.7,en,Crime,English
28-03-2019,Cold Pursuit,44.261,1991,5.7,en,Thriller,English
27-03-2019,Dragon Ball Z: Gather Together! Goku's World,44.238,70,7.2,ja,Action,Japanese
27-03-2019,Dragon Ball Z: Gather Together! Goku's World,44.238,70,7.2,ja,Animation,Japanese
27-03-2019,Dragon Ball Z: Gather Together! Goku's World,44.238,70,7.2,ja,Adventure,Japanese
27-03-2019,The Lorax,44.232,2745,6.5,en,Animation,English
27-03-2019,The Lorax,44.232,2745,6.5,en,Family,English
26-03-2019,Neon Genesis Evangelion: The End of Evangelion,44.216,1025,8.4,ja,Drama,Japanese
26-03-2019,Neon Genesis Evangelion: The End of Evangelion,44.216,1025,8.4,ja,Science Fiction,Japanese
26-03-2019,Neon Genesis Evangelion: The End of Evangelion,44.216,1025,8.4,ja,Animation,Japanese
26-03-2019,Neon Genesis Evangelion: The End of Evangelion,44.216,1025,8.4,ja,Action,Japanese
22-03-2019,Child's Play 2,44.208,1317,6.2,en,Horror,English
22-03-2019,Child's Play 2,44.208,1317,6.2,en,Thriller,English
22-03-2019,Eternal Sunshine of the Spotless Mind,44.194,12044,8.1,en,Science Fiction,English
22-03-2019,Eternal Sunshine of the Spotless Mind,44.194,12044,8.1,en,Drama,English
22-03-2019,Eternal Sunshine of the Spotless Mind,44.194,12044,8.1,en,Romance,English
21-03-2019,I Spit on Your Grave III: Vengeance is Mine,44.162,736,5.7,en,Horror,English
21-03-2019,I Spit on Your Grave III: Vengeance is Mine,44.162,736,5.7,en,Thriller,English
20-03-2019,My Son,44.15,180,6.4,en,Crime,English
20-03-2019,My Son,44.15,180,6.4,en,Drama,English
20-03-2019,My Son,44.15,180,6.4,en,Mystery,English
19-03-2019,The Lego Movie,44.143,6476,7.4,en,Adventure,English
19-03-2019,The Lego Movie,44.143,6476,7.4,en,Animation,English
19-03-2019,The Lego Movie,44.143,6476,7.4,en,Comedy,English
19-03-2019,The Lego Movie,44.143,6476,7.4,en,Family,English
19-03-2019,The Lego Movie,44.143,6476,7.4,en,Fantasy,English
15-03-2019,Ghosts of War,44.139,279,6.1,en,Horror,English
15-03-2019,Ghosts of War,44.139,279,6.1,en,Thriller,English
15-03-2019,Ghosts of War,44.139,279,6.1,en,War,English
15-03-2019,Ghosts of War,44.139,279,6.1,en,Fantasy,English
15-03-2019,Digimon Adventure: Last Evolution Kizuna,44.091,100,7.8,ja,Animation,Japanese
15-03-2019,Digimon Adventure: Last Evolution Kizuna,44.091,100,7.8,ja,Action,Japanese
15-03-2019,Digimon Adventure: Last Evolution Kizuna,44.091,100,7.8,ja,Thriller,Japanese
15-03-2019,Digimon Adventure: Last Evolution Kizuna,44.091,100,7.8,ja,Adventure,Japanese
15-03-2019,Digimon Adventure: Last Evolution Kizuna,44.091,100,7.8,ja,Fantasy,Japanese
15-03-2019,Born to Race: Fast Track,44.077,75,6.6,en,Action,English
15-03-2019,Quantum of Solace,44.059,6441,6.3,en,Adventure,English
15-03-2019,Quantum of Solace,44.059,6441,6.3,en,Action,English
15-03-2019,Quantum of Solace,44.059,6441,6.3,en,Thriller,English
15-03-2019,Quantum of Solace,44.059,6441,6.3,en,Crime,English
15-03-2019,The Lovely Bones,44.047,3724,7,en,Fantasy,English
15-03-2019,The Lovely Bones,44.047,3724,7,en,Drama,English
15-03-2019,No Escape,44.046,2082,6.9,en,Thriller,English
14-03-2019,The Curious Case of Benjamin Button,44.043,10520,7.6,en,Drama,English
14-03-2019,The Curious Case of Benjamin Button,44.043,10520,7.6,en,Fantasy,English
14-03-2019,The Curious Case of Benjamin Button,44.043,10520,7.6,en,Romance,English
14-03-2019,12 Hour Shift,44.038,155,5.4,en,Thriller,English
14-03-2019,12 Hour Shift,44.038,155,5.4,en,Horror,English
14-03-2019,12 Hour Shift,44.038,155,5.4,en,Comedy,English
14-03-2019,12 Hour Shift,44.038,155,5.4,en,Crime,English
14-03-2019,Toy Story That Time Forgot,44.033,782,7,en,Animation,English
14-03-2019,Toy Story That Time Forgot,44.033,782,7,en,Family,English
14-03-2019,Toy Story That Time Forgot,44.033,782,7,en,Adventure,English
14-03-2019,Toy Story That Time Forgot,44.033,782,7,en,Comedy,English
13-03-2019,Justice League: Gods and Monsters,44.02,444,7.2,en,Action,English
13-03-2019,Justice League: Gods and Monsters,44.02,444,7.2,en,Animation,English
13-03-2019,Justice League: Gods and Monsters,44.02,444,7.2,en,Fantasy,English
08-03-2019,All About Sex,44.018,3,7.3,en,Comedy,English
08-03-2019,All About Sex,44.018,3,7.3,en,Drama,English
08-03-2019,All About Sex,44.018,3,7.3,en,Romance,English
07-03-2019,Rings,44.014,2207,5,en,Horror,English
07-03-2019,I Am Sam,44.011,1818,7.6,en,Drama,English
06-03-2019,Who Framed Roger Rabbit,44.01,4564,7.5,en,Fantasy,English
06-03-2019,Who Framed Roger Rabbit,44.01,4564,7.5,en,Animation,English
06-03-2019,Who Framed Roger Rabbit,44.01,4564,7.5,en,Comedy,English
06-03-2019,Who Framed Roger Rabbit,44.01,4564,7.5,en,Crime,English
06-03-2019,Who Framed Roger Rabbit,44.01,4564,7.5,en,Family,English
06-03-2019,Don Jon,44.004,3692,6,en,Romance,English
06-03-2019,Don Jon,44.004,3692,6,en,Comedy,English
06-03-2019,Don Jon,44.004,3692,6,en,Drama,English
05-03-2019,Mr. Peabody & Sherman,43.992,1972,6.7,en,Animation,English
05-03-2019,Mr. Peabody & Sherman,43.992,1972,6.7,en,Adventure,English
05-03-2019,Mr. Peabody & Sherman,43.992,1972,6.7,en,Family,English
01-03-2019,Hulk,43.979,4698,5.5,en,Action,English
01-03-2019,Hulk,43.979,4698,5.5,en,Science Fiction,English
01-03-2019,Romance,43.883,165,5.3,fr,Drama,French
01-03-2019,Romance,43.883,165,5.3,fr,Romance,French
01-03-2019,Rocky III,43.847,3125,6.8,en,Drama,English
01-03-2019,Psycho Goreman,43.791,208,6.1,en,Science Fiction,English
01-03-2019,Psycho Goreman,43.791,208,6.1,en,Comedy,English
01-03-2019,Psycho Goreman,43.791,208,6.1,en,Horror,English
01-03-2019,Guardians,43.749,594,4.9,ru,Action,Other
01-03-2019,Guardians,43.749,594,4.9,ru,Fantasy,Other
01-03-2019,Guardians,43.749,594,4.9,ru,Science Fiction,Other
01-03-2019,Leprechaun,43.723,546,5.6,en,Comedy,English
01-03-2019,Leprechaun,43.723,546,5.6,en,Horror,English
01-03-2019,Leprechaun,43.723,546,5.6,en,Thriller,English
28-02-2019,Goosebumps 2: Haunted Halloween,43.717,1153,6.1,en,Adventure,English
28-02-2019,Goosebumps 2: Haunted Halloween,43.717,1153,6.1,en,Comedy,English
28-02-2019,Goosebumps 2: Haunted Halloween,43.717,1153,6.1,en,Fantasy,English
28-02-2019,Goosebumps 2: Haunted Halloween,43.717,1153,6.1,en,Family,English
28-02-2019,Goosebumps 2: Haunted Halloween,43.717,1153,6.1,en,Horror,English
25-02-2019,Taxi Driver,43.702,9124,8.2,en,Crime,English
25-02-2019,Taxi Driver,43.702,9124,8.2,en,Drama,English
22-02-2019,Robin Hood,43.687,3596,7.3,en,Animation,English
22-02-2019,Robin Hood,43.687,3596,7.3,en,Family,English
21-02-2019,Meet Joe Black,43.676,3801,7.2,en,Fantasy,English
21-02-2019,Meet Joe Black,43.676,3801,7.2,en,Drama,English
21-02-2019,Meet Joe Black,43.676,3801,7.2,en,Romance,English
21-02-2019,V for Vendetta,43.667,12002,7.9,en,Action,English
21-02-2019,V for Vendetta,43.667,12002,7.9,en,Thriller,English
21-02-2019,V for Vendetta,43.667,12002,7.9,en,Fantasy,English
20-02-2019,Neighbors,43.665,6051,6.2,en,Comedy,English
20-02-2019,Sinbad: Legend of the Seven Seas,43.662,1610,6.9,en,Family,English
20-02-2019,Sinbad: Legend of the Seven Seas,43.662,1610,6.9,en,Animation,English
20-02-2019,Sinbad: Legend of the Seven Seas,43.662,1610,6.9,en,Adventure,English
20-02-2019,Sinbad: Legend of the Seven Seas,43.662,1610,6.9,en,Comedy,English
20-02-2019,Sinbad: Legend of the Seven Seas,43.662,1610,6.9,en,Fantasy,English
20-02-2019,Sinbad: Legend of the Seven Seas,43.662,1610,6.9,en,Action,English
20-02-2019,Tangled Ever After,43.633,870,7.1,en,Animation,English
20-02-2019,Tangled Ever After,43.633,870,7.1,en,Comedy,English
20-02-2019,Tangled Ever After,43.633,870,7.1,en,Action,English
20-02-2019,Tangled Ever After,43.633,870,7.1,en,Family,English
20-02-2019,2 Guns,43.617,3390,6.5,en,Action,English
20-02-2019,2 Guns,43.617,3390,6.5,en,Comedy,English
20-02-2019,2 Guns,43.617,3390,6.5,en,Crime,English
15-02-2019,The Other Woman,43.611,3070,6.4,en,Comedy,English
15-02-2019,The Other Woman,43.611,3070,6.4,en,Romance,English
15-02-2019,Cast Away,43.596,9245,7.7,en,Adventure,English
15-02-2019,Cast Away,43.596,9245,7.7,en,Drama,English
14-02-2019,Resident Evil: Damnation,43.573,620,6.9,en,Animation,English
14-02-2019,Resident Evil: Damnation,43.573,620,6.9,en,Horror,English
14-02-2019,Resident Evil: Damnation,43.573,620,6.9,en,Action,English
14-02-2019,Operation Y and Other Shurik's Adventures,43.553,192,8,ru,Comedy,Other
14-02-2019,Sherlock Holmes,43.526,12026,7.2,en,Action,English
14-02-2019,Sherlock Holmes,43.526,12026,7.2,en,Adventure,English
14-02-2019,Sherlock Holmes,43.526,12026,7.2,en,Crime,English
14-02-2019,Sherlock Holmes,43.526,12026,7.2,en,Mystery,English
14-02-2019,Percy Jackson: Sea of Monsters,43.522,4391,6,en,Adventure,English
14-02-2019,Percy Jackson: Sea of Monsters,43.522,4391,6,en,Family,English
14-02-2019,Percy Jackson: Sea of Monsters,43.522,4391,6,en,Fantasy,English
13-02-2019,Hunter x Hunter: The Last Mission,43.493,122,7.2,ja,Adventure,Japanese
13-02-2019,Hunter x Hunter: The Last Mission,43.493,122,7.2,ja,Animation,Japanese
13-02-2019,Hunter x Hunter: The Last Mission,43.493,122,7.2,ja,Action,Japanese
13-02-2019,Hunter x Hunter: The Last Mission,43.493,122,7.2,ja,Fantasy,Japanese
13-02-2019,Saw V,43.488,2666,6.2,en,Horror,English
13-02-2019,Saw V,43.488,2666,6.2,en,Thriller,English
13-02-2019,Saw V,43.488,2666,6.2,en,Crime,English
13-02-2019,The Pianist,43.484,7101,8.4,en,Drama,English
13-02-2019,The Pianist,43.484,7101,8.4,en,War,English
13-02-2019,BIA: An Upside Down World,43.478,114,7.8,es,Comedy,Spanish
13-02-2019,BIA: An Upside Down World,43.478,114,7.8,es,Drama,Spanish
13-02-2019,BIA: An Upside Down World,43.478,114,7.8,es,Family,Spanish
08-02-2019,Sin Nombre,43.456,493,7.6,es,Drama,Spanish
08-02-2019,Sin Nombre,43.456,493,7.6,es,Action,Spanish
08-02-2019,Sin Nombre,43.456,493,7.6,es,Thriller,Spanish
08-02-2019,Sin Nombre,43.456,493,7.6,es,Crime,Spanish
08-02-2019,Intersect,43.45,43,5.8,en,Horror,English
08-02-2019,Intersect,43.45,43,5.8,en,Science Fiction,English
08-02-2019,Intersect,43.45,43,5.8,en,Thriller,English
08-02-2019,Paranormal Activity 3,43.439,1775,5.9,en,Horror,English
08-02-2019,Paranormal Activity 3,43.439,1775,5.9,en,Mystery,English
08-02-2019,Kingsglaive: Final Fantasy XV,43.413,538,6.8,ja,Animation,Japanese
08-02-2019,Kingsglaive: Final Fantasy XV,43.413,538,6.8,ja,Science Fiction,Japanese
08-02-2019,Kingsglaive: Final Fantasy XV,43.413,538,6.8,ja,Action,Japanese
07-02-2019,Death Race: Beyond Anarchy,43.361,226,6.4,en,Action,English
07-02-2019,Death Race: Beyond Anarchy,43.361,226,6.4,en,Thriller,English
07-02-2019,Death Race: Beyond Anarchy,43.361,226,6.4,en,Science Fiction,English
06-02-2019,Black Hawk Down,43.358,4476,7.4,en,Action,English
06-02-2019,Black Hawk Down,43.358,4476,7.4,en,History,English
06-02-2019,Black Hawk Down,43.358,4476,7.4,en,War,English
06-02-2019,Saw VI,43.349,2427,6.3,en,Horror,English
06-02-2019,Saw VI,43.349,2427,6.3,en,Mystery,English
05-02-2019,Silver Linings Playbook,43.346,10365,7.1,en,Drama,English
05-02-2019,Silver Linings Playbook,43.346,10365,7.1,en,Comedy,English
05-02-2019,Silver Linings Playbook,43.346,10365,7.1,en,Romance,English
05-02-2019,It's a Wonderful Life,43.311,3236,8.3,en,Drama,English
05-02-2019,It's a Wonderful Life,43.311,3236,8.3,en,Family,English
05-02-2019,It's a Wonderful Life,43.311,3236,8.3,en,Fantasy,English
05-02-2019,Robots,43.309,3733,6.4,en,Animation,English
05-02-2019,Robots,43.309,3733,6.4,en,Comedy,English
05-02-2019,Robots,43.309,3733,6.4,en,Family,English
05-02-2019,Robots,43.309,3733,6.4,en,Science Fiction,English
05-02-2019,Kama Sutra: A Tale of Love,43.298,118,5.7,en,Drama,English
05-02-2019,Kama Sutra: A Tale of Love,43.298,118,5.7,en,History,English
05-02-2019,Kama Sutra: A Tale of Love,43.298,118,5.7,en,Romance,English
01-02-2019,Zookeeper,43.29,1341,5.4,en,Comedy,English
01-02-2019,Zookeeper,43.29,1341,5.4,en,Romance,English
01-02-2019,Zookeeper,43.29,1341,5.4,en,Family,English
01-02-2019,The Boy Who Harnessed the Wind,43.275,1216,7.9,en,Drama,English
01-02-2019,The Boy Who Harnessed the Wind,43.275,1216,7.9,en,History,English
01-02-2019,The Boy Who Harnessed the Wind,43.275,1216,7.9,en,Family,English
01-02-2019,Modest Heroes,43.269,117,6.6,ja,Animation,Japanese
01-02-2019,Modest Heroes,43.269,117,6.6,ja,Fantasy,Japanese
01-02-2019,Modest Heroes,43.269,117,6.6,ja,Adventure,Japanese
01-02-2019,Modest Heroes,43.269,117,6.6,ja,Drama,Japanese
01-02-2019,Wonder,43.266,6728,8.2,en,Drama,English
01-02-2019,Wonder,43.266,6728,8.2,en,Family,English
01-02-2019,Good Will Hunting,43.247,9404,8.1,en,Drama,English
01-02-2019,Bridge to Terabithia,43.208,3772,7.3,en,Adventure,English
01-02-2019,Bridge to Terabithia,43.208,3772,7.3,en,Drama,English
01-02-2019,Bridge to Terabithia,43.208,3772,7.3,en,Family,English
31-01-2019,Dog Years,43.188,87,6.2,it,Romance,Italian
31-01-2019,Dog Years,43.188,87,6.2,it,Comedy,Italian
31-01-2019,Son of the Mask,43.18,1428,4.2,en,Fantasy,English
31-01-2019,Son of the Mask,43.18,1428,4.2,en,Comedy,English
31-01-2019,Son of the Mask,43.18,1428,4.2,en,Family,English
31-01-2019,Son of the Mask,43.18,1428,4.2,en,Adventure,English
31-01-2019,Suicide Squad: Hell to Pay,43.13,445,7.2,en,Science Fiction,English
31-01-2019,Suicide Squad: Hell to Pay,43.13,445,7.2,en,Action,English
31-01-2019,Suicide Squad: Hell to Pay,43.13,445,7.2,en,Animation,English
30-01-2019,Underdogs,43.119,340,6.5,es,Animation,Spanish
30-01-2019,Underdogs,43.119,340,6.5,es,Adventure,Spanish
30-01-2019,Underdogs,43.119,340,6.5,es,Romance,Spanish
30-01-2019,Overdrive,43.088,776,6.1,en,Thriller,English
30-01-2019,Overdrive,43.088,776,6.1,en,Action,English
30-01-2019,Overdrive,43.088,776,6.1,en,Mystery,English
28-01-2019,Barbie and the Diamond Castle,43.079,659,7.4,en,Animation,English
28-01-2019,Barbie and the Diamond Castle,43.079,659,7.4,en,Family,English
28-01-2019,The Lego Movie 2: The Second Part,43.062,1636,6.7,en,Action,English
28-01-2019,The Lego Movie 2: The Second Part,43.062,1636,6.7,en,Adventure,English
28-01-2019,The Lego Movie 2: The Second Part,43.062,1636,6.7,en,Animation,English
28-01-2019,The Lego Movie 2: The Second Part,43.062,1636,6.7,en,Comedy,English
28-01-2019,The Lego Movie 2: The Second Part,43.062,1636,6.7,en,Family,English
28-01-2019,Nothing to Lose,43.059,72,5.4,pt,Drama,Portuguese
28-01-2019,Nothing to Lose,43.059,72,5.4,pt,History,Portuguese
26-01-2019,A Tale of Two Sisters,43.044,828,7.1,ko,Drama,Korean
26-01-2019,A Tale of Two Sisters,43.044,828,7.1,ko,Horror,Korean
26-01-2019,A Tale of Two Sisters,43.044,828,7.1,ko,Mystery,Korean
26-01-2019,Flavors of Youth,43.026,452,6.8,zh,Animation,Chinese
26-01-2019,Flavors of Youth,43.026,452,6.8,zh,Romance,Chinese
26-01-2019,Flavors of Youth,43.026,452,6.8,zh,Drama,Chinese
25-01-2019,Indiana Jones and the Last Crusade,42.988,7987,7.8,en,Adventure,English
25-01-2019,Indiana Jones and the Last Crusade,42.988,7987,7.8,en,Action,English
25-01-2019,Cranston Academy: Monster Zone,42.982,77,6.5,en,Adventure,English
25-01-2019,Cranston Academy: Monster Zone,42.982,77,6.5,en,Science Fiction,English
25-01-2019,Cranston Academy: Monster Zone,42.982,77,6.5,en,Animation,English
25-01-2019,Cranston Academy: Monster Zone,42.982,77,6.5,en,Fantasy,English
25-01-2019,Cranston Academy: Monster Zone,42.982,77,6.5,en,Horror,English
25-01-2019,Courageous,42.952,262,7.5,en,Drama,English
25-01-2019,The Host,42.918,2068,7,ko,Horror,Korean
25-01-2019,The Host,42.918,2068,7,ko,Drama,Korean
25-01-2019,The Host,42.918,2068,7,ko,Science Fiction,Korean
24-01-2019,The Da Vinci Code,42.898,7717,6.7,en,Thriller,English
24-01-2019,The Da Vinci Code,42.898,7717,6.7,en,Mystery,English
24-01-2019,The Garden of Words,42.878,1525,7.6,ja,Animation,Japanese
24-01-2019,The Garden of Words,42.878,1525,7.6,ja,Drama,Japanese
24-01-2019,The Garden of Words,42.878,1525,7.6,ja,Romance,Japanese
24-01-2019,Boss Level,42.842,938,6.9,en,Action,English
24-01-2019,Boss Level,42.842,938,6.9,en,Science Fiction,English
24-01-2019,Boss Level,42.842,938,6.9,en,Thriller,English
23-01-2019,Ong Bak 2,42.828,494,6.4,th,Adventure,Other
23-01-2019,Ong Bak 2,42.828,494,6.4,th,Action,Other
23-01-2019,Ong Bak 2,42.828,494,6.4,th,Thriller,Other
21-01-2019,Leprechaun: Back 2 tha Hood,42.811,120,5.2,en,Horror,English
21-01-2019,Leprechaun: Back 2 tha Hood,42.811,120,5.2,en,Comedy,English
18-01-2019,The Grudge,42.801,2351,5.9,en,Horror,English
18-01-2019,The Grudge,42.801,2351,5.9,en,Mystery,English
18-01-2019,The Grudge,42.801,2351,5.9,en,Thriller,English
18-01-2019,Aliens,42.781,7527,7.9,en,Action,English
18-01-2019,Aliens,42.781,7527,7.9,en,Thriller,English
18-01-2019,Aliens,42.781,7527,7.9,en,Science Fiction,English
18-01-2019,The Boy Who Killed My Parents,42.766,145,6.4,pt,Crime,Portuguese
18-01-2019,The Boy Who Killed My Parents,42.766,145,6.4,pt,Drama,Portuguese
18-01-2019,The Boy Who Killed My Parents,42.766,145,6.4,pt,Thriller,Portuguese
16-01-2019,Crawl,42.749,2460,6.3,en,Thriller,English
16-01-2019,Crawl,42.749,2460,6.3,en,Horror,English
16-01-2019,Crawl,42.749,2460,6.3,en,Action,English
16-01-2019,Planet of the Apes,42.737,3218,5.7,en,Thriller,English
16-01-2019,Planet of the Apes,42.737,3218,5.7,en,Science Fiction,English
16-01-2019,Planet of the Apes,42.737,3218,5.7,en,Action,English
16-01-2019,Planet of the Apes,42.737,3218,5.7,en,Adventure,English
12-01-2019,Dark Shadows,42.71,6107,6,en,Comedy,English
12-01-2019,Dark Shadows,42.71,6107,6,en,Fantasy,English
11-01-2019,Pleasure,42.701,77,6.2,en,Drama,English
11-01-2019,The Legend of Siren XXX,42.685,10,4.2,ja,Horror,Japanese
10-01-2019,Self/less,42.681,2572,6.4,en,Science Fiction,English
10-01-2019,Self/less,42.681,2572,6.4,en,Mystery,English
10-01-2019,Self/less,42.681,2572,6.4,en,Thriller,English
10-01-2019,The Transporter Refueled,42.664,1243,5.5,en,Action,English
10-01-2019,The Transporter Refueled,42.664,1243,5.5,en,Thriller,English
10-01-2019,The Transporter Refueled,42.664,1243,5.5,en,Crime,English
10-01-2019,Red Sparrow,42.657,5087,6.5,en,Mystery,English
10-01-2019,Red Sparrow,42.657,5087,6.5,en,Thriller,English
10-01-2019,Friday the 13th Part 2,42.651,1199,6.1,en,Horror,English
10-01-2019,Friday the 13th Part 2,42.651,1199,6.1,en,Thriller,English
09-01-2019,The Dark Tower,42.643,4237,5.7,en,Fantasy,English
09-01-2019,The Dark Tower,42.643,4237,5.7,en,Action,English
09-01-2019,The Dark Tower,42.643,4237,5.7,en,Science Fiction,English
09-01-2019,The Dark Tower,42.643,4237,5.7,en,Adventure,English
08-01-2019,Goodbye World,42.608,114,5.3,en,Drama,English
08-01-2019,Goodbye World,42.608,114,5.3,en,Comedy,English
04-01-2019,Allegiant,42.602,5687,6.1,en,Adventure,English
04-01-2019,Allegiant,42.602,5687,6.1,en,Science Fiction,English
04-01-2019,Allegiant,42.602,5687,6.1,en,Action,English
04-01-2019,Allegiant,42.602,5687,6.1,en,Mystery,English
03-01-2019,The Good Doctor,42.6,185,6.2,en,Drama,English
03-01-2019,The Good Doctor,42.6,185,6.2,en,Thriller,English
03-01-2019,The Good Doctor,42.6,185,6.2,en,Mystery,English
03-01-2019,Turbo: A Power Rangers Movie,42.6,210,5.7,en,Action,English
03-01-2019,Turbo: A Power Rangers Movie,42.6,210,5.7,en,Adventure,English
03-01-2019,Turbo: A Power Rangers Movie,42.6,210,5.7,en,Family,English
03-01-2019,Turbo: A Power Rangers Movie,42.6,210,5.7,en,Fantasy,English
03-01-2019,Turbo: A Power Rangers Movie,42.6,210,5.7,en,Science Fiction,English
03-01-2019,Turbo: A Power Rangers Movie,42.6,210,5.7,en,Thriller,English
03-01-2019,The Son of Bigfoot,42.596,374,6.6,en,Family,English
03-01-2019,The Son of Bigfoot,42.596,374,6.6,en,Animation,English
03-01-2019,The Son of Bigfoot,42.596,374,6.6,en,Comedy,English
01-01-2019,Never Back Down,42.577,1890,6.7,en,Drama,English
01-01-2019,Never Back Down,42.577,1890,6.7,en,Action,English
01-01-2019,Jigsaw,42.533,2918,6.2,en,Horror,English
01-01-2019,Jigsaw,42.533,2918,6.2,en,Crime,English
01-01-2019,Jigsaw,42.533,2918,6.2,en,Mystery,English
01-01-2019,Jigsaw,42.533,2918,6.2,en,Thriller,English
31-12-2018,50 Greatest Harry Potter Moments,42.532,49,8,en,Documentary,English
28-12-2018,Cashback,42.512,88,6.9,en,Drama,English
28-12-2018,Cashback,42.512,88,6.9,en,Comedy,English
27-12-2018,The Intruder,42.508,13,5.3,es,Thriller,Spanish
25-12-2018,"Yes, God, Yes",42.47,353,6.4,en,Comedy,English
25-12-2018,"Yes, God, Yes",42.47,353,6.4,en,Drama,English
