Release_Date,Title,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Languages
19-03-2011,Scooby-Doo! and the Curse of the 13th Ghost,20.787,203,8,en,Family,English
19-03-2011,Scooby-Doo! and the Curse of the 13th Ghost,20.787,203,8,en,Animation,English
19-03-2011,Scooby-Doo! and the Curse of the 13th Ghost,20.787,203,8,en,Adventure,English
19-03-2011,Scooby-Doo! and the Curse of the 13th Ghost,20.787,203,8,en,Mystery,English
19-03-2011,Manhattan,20.78,1875,7.8,en,Comedy,English
19-03-2011,Manhattan,20.78,1875,7.8,en,Drama,English
19-03-2011,Manhattan,20.78,1875,7.8,en,Romance,English
17-03-2011,Jesus Christ Superstar,20.776,444,7.1,en,Music,English
17-03-2011,Jesus Christ Superstar,20.776,444,7.1,en,History,English
17-03-2011,Jesus Christ Superstar,20.776,444,7.1,en,Drama,English
11-03-2011,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,20.773,4290,6.7,en,Comedy,English
11-03-2011,The Paramedic,20.772,503,6.1,es,Thriller,Spanish
10-03-2011,Flee,20.769,62,8.1,da,Documentary,Other
10-03-2011,Flee,20.769,62,8.1,da,Animation,Other
10-03-2011,King Kong Lives,20.768,147,5.3,en,Fantasy,English
10-03-2011,King Kong Lives,20.768,147,5.3,en,Action,English
10-03-2011,King Kong Lives,20.768,147,5.3,en,Adventure,English
09-03-2011,Anacondas: Trail of Blood,20.764,212,4.8,en,Action,English
09-03-2011,Anacondas: Trail of Blood,20.764,212,4.8,en,Horror,English
09-03-2011,Anacondas: Trail of Blood,20.764,212,4.8,en,Science Fiction,English
08-03-2011,The Car: Road to Revenge,20.761,82,6.5,en,Action,English
08-03-2011,The Car: Road to Revenge,20.761,82,6.5,en,Horror,English
08-03-2011,The Car: Road to Revenge,20.761,82,6.5,en,Thriller,English
08-03-2011,The Car: Road to Revenge,20.761,82,6.5,en,Science Fiction,English
08-03-2011,Beautiful Boy,20.757,1790,7.5,en,Drama,English
05-03-2011,2001 Maniacs,20.753,186,5.3,en,Comedy,English
05-03-2011,2001 Maniacs,20.753,186,5.3,en,Horror,English
04-03-2011,Paradise Hills,20.748,398,6,en,Fantasy,English
04-03-2011,Paradise Hills,20.748,398,6,en,Science Fiction,English
04-03-2011,Paradise Hills,20.748,398,6,en,Thriller,English
04-03-2011,Awakening the Zodiac,20.748,98,5.1,en,Crime,English
04-03-2011,Awakening the Zodiac,20.748,98,5.1,en,Drama,English
04-03-2011,Awakening the Zodiac,20.748,98,5.1,en,Mystery,English
04-03-2011,Awakening the Zodiac,20.748,98,5.1,en,Thriller,English
03-03-2011,Office Christmas Party,20.742,1719,5.6,en,Comedy,English
02-03-2011,Harley Davidson and the Marlboro Man,20.731,300,6.3,en,Action,English
02-03-2011,Harley Davidson and the Marlboro Man,20.731,300,6.3,en,Thriller,English
02-03-2011,Phantom Thread,20.729,2832,7.3,en,Drama,English
02-03-2011,Phantom Thread,20.729,2832,7.3,en,Romance,English
01-03-2011,Minuscule: Valley of the Lost Ants,20.726,334,6.9,fr,Animation,French
01-03-2011,Minuscule: Valley of the Lost Ants,20.726,334,6.9,fr,Adventure,French
01-03-2011,Minuscule: Valley of the Lost Ants,20.726,334,6.9,fr,Family,French
01-03-2011,Red Dog,20.725,286,7.2,en,Drama,English
01-03-2011,Red Dog,20.725,286,7.2,en,Comedy,English
01-03-2011,Red Dog,20.725,286,7.2,en,Family,English
26-02-2011,Rock Dog,20.722,229,6.1,en,Adventure,English
26-02-2011,Rock Dog,20.722,229,6.1,en,Animation,English
26-02-2011,Rock Dog,20.722,229,6.1,en,Comedy,English
26-02-2011,Rock Dog,20.722,229,6.1,en,Family,English
26-02-2011,Rock Dog,20.722,229,6.1,en,Music,English
25-02-2011,Antichrist,20.722,2010,6.7,en,Drama,English
25-02-2011,Antichrist,20.722,2010,6.7,en,Horror,English
25-02-2011,Antichrist,20.722,2010,6.7,en,Thriller,English
25-02-2011,Land of the Lost,20.71,1016,5.4,en,Adventure,English
25-02-2011,Land of the Lost,20.71,1016,5.4,en,Comedy,English
25-02-2011,Land of the Lost,20.71,1016,5.4,en,Science Fiction,English
25-02-2011,Land of the Lost,20.71,1016,5.4,en,Family,English
25-02-2011,Offering to the Storm,20.706,230,6.5,es,Crime,Spanish
25-02-2011,Offering to the Storm,20.706,230,6.5,es,Thriller,Spanish
25-02-2011,Secrets of the Saqqara Tomb,20.702,91,7.4,en,Documentary,English
24-02-2011,"Ni tuyo, Ni mía",20.696,49,8.9,es,Drama,Spanish
22-02-2011,The Beach House,20.696,61,5.6,en,Drama,English
22-02-2011,The Beach House,20.696,61,5.6,en,Horror,English
22-02-2011,The Beach House,20.696,61,5.6,en,Mystery,English
18-02-2011,The Vanishing,20.695,552,5.6,en,Thriller,English
18-02-2011,The Vanishing,20.695,552,5.6,en,Mystery,English
16-02-2011,Morgan,20.694,1221,5.8,en,Horror,English
16-02-2011,Morgan,20.694,1221,5.8,en,Science Fiction,English
16-02-2011,Morgan,20.694,1221,5.8,en,Thriller,English
16-02-2011,La Femme Nikita,20.694,1485,7.1,fr,Action,French
16-02-2011,La Femme Nikita,20.694,1485,7.1,fr,Thriller,French
14-02-2011,Settlers,20.692,58,4.6,en,Science Fiction,English
14-02-2011,Settlers,20.692,58,4.6,en,Thriller,English
11-02-2011,Fireheart,20.689,21,6.7,en,Animation,English
11-02-2011,Fireheart,20.689,21,6.7,en,Comedy,English
11-02-2011,Fireheart,20.689,21,6.7,en,Family,English
11-02-2011,Pokémon the Movie: Diancie and the Cocoon of Destruction,20.686,125,6.4,ja,Animation,Japanese
11-02-2011,Pokémon the Movie: Diancie and the Cocoon of Destruction,20.686,125,6.4,ja,Family,Japanese
11-02-2011,Pokémon the Movie: Diancie and the Cocoon of Destruction,20.686,125,6.4,ja,Adventure,Japanese
11-02-2011,Pokémon the Movie: Diancie and the Cocoon of Destruction,20.686,125,6.4,ja,Action,Japanese
11-02-2011,Pokémon the Movie: Diancie and the Cocoon of Destruction,20.686,125,6.4,ja,Comedy,Japanese
11-02-2011,Pokémon the Movie: Diancie and the Cocoon of Destruction,20.686,125,6.4,ja,Drama,Japanese
10-02-2011,Flash Point,20.684,234,6.9,cn,Action,Other
10-02-2011,Elvis,20.675,0,0,en,Drama,English
10-02-2011,Elvis,20.675,0,0,en,Music,English
10-02-2011,Killer Klowns from Outer Space,20.671,664,6.4,en,Comedy,English
10-02-2011,Killer Klowns from Outer Space,20.671,664,6.4,en,Horror,English
10-02-2011,Killer Klowns from Outer Space,20.671,664,6.4,en,Science Fiction,English
08-02-2011,Just Mercy,20.67,1626,8,en,Drama,English
08-02-2011,Just Mercy,20.67,1626,8,en,Crime,English
08-02-2011,Just Mercy,20.67,1626,8,en,History,English
05-02-2011,The Taking of Pelham 1 2 3,20.665,2532,6.3,en,Thriller,English
05-02-2011,The Taking of Pelham 1 2 3,20.665,2532,6.3,en,Crime,English
05-02-2011,The Taking of Pelham 1 2 3,20.665,2532,6.3,en,Action,English
04-02-2011,Inspector Gadget,20.66,959,4.4,en,Action,English
04-02-2011,Inspector Gadget,20.66,959,4.4,en,Adventure,English
04-02-2011,Inspector Gadget,20.66,959,4.4,en,Comedy,English
04-02-2011,Inspector Gadget,20.66,959,4.4,en,Family,English
03-02-2011,Sleepwalkers,20.658,368,5.9,en,Fantasy,English
03-02-2011,Sleepwalkers,20.658,368,5.9,en,Horror,English
03-02-2011,Sleepwalkers,20.658,368,5.9,en,Thriller,English
02-02-2011,Austin Powers in Goldmember,20.656,2505,6,en,Comedy,English
02-02-2011,Austin Powers in Goldmember,20.656,2505,6,en,Crime,English
02-02-2011,Austin Powers in Goldmember,20.656,2505,6,en,Science Fiction,English
01-02-2011,The Last Thing He Wanted,20.653,388,4.9,en,Drama,English
01-02-2011,The Last Thing He Wanted,20.653,388,4.9,en,Thriller,English
28-01-2011,Pelé: Birth of a Legend,20.652,841,7.4,en,Drama,English
28-01-2011,Deep,20.648,123,6,en,Animation,English
28-01-2011,Deep,20.648,123,6,en,Family,English
28-01-2011,Deep,20.648,123,6,en,Adventure,English
28-01-2011,Carol,20.646,3050,7.5,en,Romance,English
28-01-2011,Carol,20.646,3050,7.5,en,Drama,English
23-01-2011,Urusei Yatsura: Always My Darling,20.643,9,5.7,ja,Action,Japanese
23-01-2011,Urusei Yatsura: Always My Darling,20.643,9,5.7,ja,Adventure,Japanese
23-01-2011,Urusei Yatsura: Always My Darling,20.643,9,5.7,ja,Animation,Japanese
23-01-2011,Urusei Yatsura: Always My Darling,20.643,9,5.7,ja,Comedy,Japanese
23-01-2011,Urusei Yatsura: Always My Darling,20.643,9,5.7,ja,Romance,Japanese
21-01-2011,Stalingrad,20.64,401,7.3,de,Drama,German
21-01-2011,Stalingrad,20.64,401,7.3,de,History,German
21-01-2011,Stalingrad,20.64,401,7.3,de,War,German
21-01-2011,Inherit the Wind,20.639,298,7.8,en,Drama,English
21-01-2011,Inherit the Wind,20.639,298,7.8,en,History,English
20-01-2011,Phone Booth,20.635,2888,6.8,en,Crime,English
20-01-2011,Phone Booth,20.635,2888,6.8,en,Mystery,English
20-01-2011,Phone Booth,20.635,2888,6.8,en,Thriller,English
13-01-2011,Dragons: Rescue Riders: Huttsgalor Holiday,20.63,4,5.5,en,Animation,English
13-01-2011,Dragons: Rescue Riders: Huttsgalor Holiday,20.63,4,5.5,en,Family,English
13-01-2011,Ichi the Killer,20.624,673,7.1,ja,Action,Japanese
13-01-2011,Ichi the Killer,20.624,673,7.1,ja,Crime,Japanese
13-01-2011,Ichi the Killer,20.624,673,7.1,ja,Horror,Japanese
13-01-2011,Winx Club: The Secret of the Lost Kingdom,20.623,178,6.9,it,Fantasy,Italian
13-01-2011,Winx Club: The Secret of the Lost Kingdom,20.623,178,6.9,it,Animation,Italian
13-01-2011,Winx Club: The Secret of the Lost Kingdom,20.623,178,6.9,it,Family,Italian
12-01-2011,Road to Perdition,20.62,2835,7.4,en,Crime,English
12-01-2011,Road to Perdition,20.62,2835,7.4,en,Drama,English
12-01-2011,Road to Perdition,20.62,2835,7.4,en,Thriller,English
12-01-2011,Constantine: The House of Mystery,20.619,0,0,en,Fantasy,English
12-01-2011,Constantine: The House of Mystery,20.619,0,0,en,Animation,English
12-01-2011,Constantine: The House of Mystery,20.619,0,0,en,Horror,English
12-01-2011,Constantine: The House of Mystery,20.619,0,0,en,Action,English
10-01-2011,2 Hearts,20.615,335,7.7,en,Romance,English
10-01-2011,2 Hearts,20.615,335,7.7,en,Drama,English
07-01-2011,The Cell,20.615,1189,6.3,en,Horror,English
07-01-2011,The Cell,20.615,1189,6.3,en,Science Fiction,English
07-01-2011,The Cell,20.615,1189,6.3,en,Thriller,English
04-01-2011,Marvel's Behind the Mask,20.612,28,7.6,en,Documentary,English
01-01-2011,Asking For It,20.606,2,6,en,Action,English
01-01-2011,Asking For It,20.606,2,6,en,Thriller,English
01-01-2011,Asking For It,20.606,2,6,en,Drama,English
01-01-2011,The Three Caballeros,20.605,531,6.4,en,Animation,English
01-01-2011,The Three Caballeros,20.605,531,6.4,en,Family,English
01-01-2011,The Three Caballeros,20.605,531,6.4,en,Music,English
01-01-2011,Tokyo Revengers,20.604,131,8,ja,Action,Japanese
01-01-2011,Tokyo Revengers,20.604,131,8,ja,Drama,Japanese
31-12-2010,Escape from the Planet of the Apes,20.602,742,6.3,en,Action,English
31-12-2010,Escape from the Planet of the Apes,20.602,742,6.3,en,Science Fiction,English
23-12-2010,The Bribe of Heaven,20.595,15,6.9,es,Comedy,Spanish
23-12-2010,Ophelia,20.595,376,7.3,en,Romance,English
23-12-2010,Ophelia,20.595,376,7.3,en,History,English
22-12-2010,Layer Cake,20.591,1546,7,en,Drama,English
22-12-2010,Layer Cake,20.591,1546,7,en,Thriller,English
22-12-2010,Layer Cake,20.591,1546,7,en,Crime,English
21-12-2010,Home Again,20.589,1050,6.1,en,Comedy,English
21-12-2010,Home Again,20.589,1050,6.1,en,Drama,English
21-12-2010,Home Again,20.589,1050,6.1,en,Romance,English
21-12-2010,Residente,20.585,16,6.8,en,Music,English
21-12-2010,Residente,20.585,16,6.8,en,Documentary,English
20-12-2010,Crash,20.584,754,6.5,en,Drama,English
20-12-2010,Crash,20.584,754,6.5,en,Thriller,English
17-12-2010,Thumbelina,20.574,391,6.5,en,Animation,English
17-12-2010,Thumbelina,20.574,391,6.5,en,Drama,English
17-12-2010,Thumbelina,20.574,391,6.5,en,Family,English
17-12-2010,Thumbelina,20.574,391,6.5,en,Fantasy,English
17-12-2010,Dark Water,20.573,775,5.5,en,Horror,English
16-12-2010,Howl,20.567,370,5.4,en,Horror,English
14-12-2010,Barb Wire,20.567,281,4,en,Science Fiction,English
14-12-2010,Barb Wire,20.567,281,4,en,Action,English
13-12-2010,Hunt for the Wilderpeople,20.563,1574,7.7,en,Adventure,English
13-12-2010,Hunt for the Wilderpeople,20.563,1574,7.7,en,Comedy,English
13-12-2010,Hunt for the Wilderpeople,20.563,1574,7.7,en,Drama,English
13-12-2010,The Faculty,20.56,1470,6.5,en,Horror,English
13-12-2010,The Faculty,20.56,1470,6.5,en,Science Fiction,English
11-12-2010,Bingo,20.559,77,5,en,Action,English
11-12-2010,Bingo,20.559,77,5,en,Adventure,English
11-12-2010,Bingo,20.559,77,5,en,Comedy,English
11-12-2010,Bingo,20.559,77,5,en,Family,English
08-12-2010,Death Race 2050,20.556,140,4.2,en,Action,English
08-12-2010,Death Race 2050,20.556,140,4.2,en,Comedy,English
08-12-2010,Death Race 2050,20.556,140,4.2,en,Science Fiction,English
07-12-2010,Made of Honor,20.556,1370,6.4,en,Comedy,English
07-12-2010,Made of Honor,20.556,1370,6.4,en,Romance,English
04-12-2010,Timeline,20.556,837,5.7,en,Action,English
04-12-2010,Timeline,20.556,837,5.7,en,Adventure,English
04-12-2010,Timeline,20.556,837,5.7,en,Science Fiction,English
03-12-2010,Sleeping with Other People,20.554,721,6.3,en,Comedy,English
03-12-2010,Sexy Comedy,20.549,23,5.2,it,Comedy,Italian
02-12-2010,Behind Enemy Lines,20.546,1130,6.3,en,Action,English
02-12-2010,Behind Enemy Lines,20.546,1130,6.3,en,Drama,English
02-12-2010,Behind Enemy Lines,20.546,1130,6.3,en,Thriller,English
02-12-2010,Behind Enemy Lines,20.546,1130,6.3,en,War,English
01-12-2010,Hugas,20.545,6,5.8,tl,Thriller,Other
01-12-2010,Hugas,20.545,6,5.8,tl,Romance,Other
29-11-2010,The Woman in Red,20.544,374,6.2,en,Comedy,English
29-11-2010,The Woman in Red,20.544,374,6.2,en,Romance,English
26-11-2010,Neppuu Kairiku Bushi Road,20.54,3,6.5,ja,Animation,Japanese
26-11-2010,Neppuu Kairiku Bushi Road,20.54,3,6.5,ja,Action,Japanese
26-11-2010,Neppuu Kairiku Bushi Road,20.54,3,6.5,ja,Science Fiction,Japanese
26-11-2010,Neppuu Kairiku Bushi Road,20.54,3,6.5,ja,Adventure,Japanese
26-11-2010,Cargo,20.534,1378,6.4,en,Drama,English
26-11-2010,Cargo,20.534,1378,6.4,en,Thriller,English
26-11-2010,Cargo,20.534,1378,6.4,en,Adventure,English
26-11-2010,Cargo,20.534,1378,6.4,en,Horror,English
26-11-2010,Acts of Violence,20.532,323,5.7,en,Action,English
24-11-2010,Cobain: Montage of Heck,20.531,589,7.8,en,Documentary,English
24-11-2010,Cobain: Montage of Heck,20.531,589,7.8,en,Music,English
24-11-2010,French Exit,20.527,76,5.8,en,Drama,English
24-11-2010,French Exit,20.527,76,5.8,en,Comedy,English
24-11-2010,Days of Thunder,20.524,1084,6.3,en,Adventure,English
24-11-2010,Days of Thunder,20.524,1084,6.3,en,Action,English
24-11-2010,Days of Thunder,20.524,1084,6.3,en,Romance,English
24-11-2010,Days of Thunder,20.524,1084,6.3,en,Drama,English
23-11-2010,James and the Giant Peach,20.523,1031,6.5,en,Adventure,English
23-11-2010,James and the Giant Peach,20.523,1031,6.5,en,Animation,English
23-11-2010,James and the Giant Peach,20.523,1031,6.5,en,Family,English
23-11-2010,James and the Giant Peach,20.523,1031,6.5,en,Fantasy,English
23-11-2010,Wag the Dog,20.523,698,7,en,Comedy,English
23-11-2010,Wag the Dog,20.523,698,7,en,Drama,English
22-11-2010,Flight of the Navigator,20.522,618,6.9,en,Family,English
22-11-2010,Flight of the Navigator,20.522,618,6.9,en,Science Fiction,English
22-11-2010,Flight of the Navigator,20.522,618,6.9,en,Adventure,English
22-11-2010,Snatched,20.512,691,5.4,en,Action,English
22-11-2010,Snatched,20.512,691,5.4,en,Comedy,English
20-11-2010,Just Short of Perfect,20.511,84,6.3,pt,Romance,Portuguese
20-11-2010,Just Short of Perfect,20.511,84,6.3,pt,Comedy,Portuguese
18-11-2010,Wind Chill,20.51,328,5.8,en,Drama,English
18-11-2010,Wind Chill,20.51,328,5.8,en,Horror,English
18-11-2010,Wind Chill,20.51,328,5.8,en,Thriller,English
16-11-2010,Marie Antoinette,20.51,2188,6.6,en,Drama,English
16-11-2010,Marie Antoinette,20.51,2188,6.6,en,History,English
12-11-2010,Come Play,20.509,418,6.3,en,Horror,English
12-11-2010,The Parent Trap,20.505,273,7.1,en,Comedy,English
12-11-2010,The Parent Trap,20.505,273,7.1,en,Family,English
11-11-2010,The Best of Me,20.502,2236,7.5,en,Drama,English
11-11-2010,The Best of Me,20.502,2236,7.5,en,Romance,English
11-11-2010,It's Only the End of the World,20.501,1350,7.2,fr,Drama,French
10-11-2010,Grease 2,20.5,556,5.1,en,Comedy,English
10-11-2010,Grease 2,20.5,556,5.1,en,Family,English
10-11-2010,Grease 2,20.5,556,5.1,en,Music,English
10-11-2010,Grease 2,20.5,556,5.1,en,Romance,English
10-11-2010,Mortadelo and Filemon: Mission Implausible,20.499,122,6.5,es,Comedy,Spanish
10-11-2010,Mortadelo and Filemon: Mission Implausible,20.499,122,6.5,es,Animation,Spanish
10-11-2010,Mortadelo and Filemon: Mission Implausible,20.499,122,6.5,es,Adventure,Spanish
09-11-2010,The Greatest Story Ever Told,20.499,124,6.4,en,Drama,English
09-11-2010,The Greatest Story Ever Told,20.499,124,6.4,en,History,English
06-11-2010,Return to Sender,20.495,802,5.9,en,Drama,English
06-11-2010,Return to Sender,20.495,802,5.9,en,Thriller,English
05-11-2010,Daphne & Velma,20.492,199,6.4,en,Comedy,English
05-11-2010,Daphne & Velma,20.492,199,6.4,en,Horror,English
05-11-2010,Daphne & Velma,20.492,199,6.4,en,Action,English
05-11-2010,Daphne & Velma,20.492,199,6.4,en,Crime,English
04-11-2010,Jerry Maguire,20.491,2522,6.9,en,Comedy,English
04-11-2010,Jerry Maguire,20.491,2522,6.9,en,Drama,English
04-11-2010,Jerry Maguire,20.491,2522,6.9,en,Romance,English
04-11-2010,High Life,20.487,814,5.8,en,Science Fiction,English
04-11-2010,High Life,20.487,814,5.8,en,Drama,English
04-11-2010,High Life,20.487,814,5.8,en,Mystery,English
04-11-2010,High Life,20.487,814,5.8,en,Thriller,English
31-10-2010,Sleep Tight,20.484,808,7.1,es,Thriller,Spanish
31-10-2010,Sleep Tight,20.484,808,7.1,es,Horror,Spanish
29-10-2010,Vampire Hunter D,20.479,344,6.6,ja,Animation,Japanese
29-10-2010,Vampire Hunter D,20.479,344,6.6,ja,Fantasy,Japanese
29-10-2010,Vampire Hunter D,20.479,344,6.6,ja,Horror,Japanese
29-10-2010,Creation,20.477,171,6.4,en,Drama,English
29-10-2010,Creation,20.477,171,6.4,en,History,English
28-10-2010,Shanghai Knights,20.474,1832,6.1,en,Action,English
28-10-2010,Shanghai Knights,20.474,1832,6.1,en,Adventure,English
28-10-2010,Shanghai Knights,20.474,1832,6.1,en,Comedy,English
28-10-2010,Shanghai Knights,20.474,1832,6.1,en,Western,English
28-10-2010,Operation Red Sea,20.472,153,6.9,zh,Action,Chinese
28-10-2010,Operation Red Sea,20.472,153,6.9,zh,Thriller,Chinese
28-10-2010,Operation Red Sea,20.472,153,6.9,zh,War,Chinese
28-10-2010,Operation Red Sea,20.472,153,6.9,zh,Drama,Chinese
28-10-2010,Burying the Ex,20.469,370,5.5,en,Comedy,English
28-10-2010,Burying the Ex,20.469,370,5.5,en,Horror,English
26-10-2010,High Strung,20.468,829,7.1,en,Music,English
26-10-2010,High Strung,20.468,829,7.1,en,Romance,English
26-10-2010,High Strung,20.468,829,7.1,en,Drama,English
22-10-2010,Miss Bala,20.466,406,6.4,en,Action,English
21-10-2010,A Perfect World,20.466,1226,7.5,en,Crime,English
21-10-2010,A Perfect World,20.466,1226,7.5,en,Drama,English
21-10-2010,A Perfect World,20.466,1226,7.5,en,Thriller,English
21-10-2010,Mona Lisa Smile,20.465,1382,6.9,en,Drama,English
21-10-2010,Mona Lisa Smile,20.465,1382,6.9,en,Romance,English
20-10-2010,St. Agatha,20.464,167,5.7,en,Horror,English
20-10-2010,St. Agatha,20.464,167,5.7,en,Thriller,English
20-10-2010,Vegas Vacation,20.452,473,6.1,en,Comedy,English
18-10-2010,A Walk in the Clouds,20.451,726,7.2,en,Drama,English
18-10-2010,A Walk in the Clouds,20.451,726,7.2,en,Romance,English
17-10-2010,Porno Baby,20.447,7,5.6,en,Drama,English
17-10-2010,Dead Again in Tombstone,20.446,61,5,en,Western,English
17-10-2010,Dead Again in Tombstone,20.446,61,5,en,Action,English
17-10-2010,Dead Again in Tombstone,20.446,61,5,en,Fantasy,English
17-10-2010,Dead Again in Tombstone,20.446,61,5,en,Horror,English
15-10-2010,Full Speed,20.444,499,5.9,fr,Family,French
15-10-2010,Full Speed,20.444,499,5.9,fr,Comedy,French
15-10-2010,Full Speed,20.444,499,5.9,fr,Action,French
15-10-2010,The Apostle,20.437,10,6.4,fr,Drama,French
14-10-2010,Wild Orchid,20.434,220,5.3,en,Romance,English
14-10-2010,Wild Orchid,20.434,220,5.3,en,Drama,English
13-10-2010,Lying and Stealing,20.433,225,6,en,Crime,English
13-10-2010,Lying and Stealing,20.433,225,6,en,Comedy,English
13-10-2010,Lying and Stealing,20.433,225,6,en,Drama,English
12-10-2010,End of a Gun,20.429,57,4.9,en,Action,English
12-10-2010,End of a Gun,20.429,57,4.9,en,Crime,English
12-10-2010,End of a Gun,20.429,57,4.9,en,Thriller,English
10-10-2010,Casper's Scare School,20.429,47,5.1,en,Adventure,English
10-10-2010,Casper's Scare School,20.429,47,5.1,en,Animation,English
10-10-2010,Casper's Scare School,20.429,47,5.1,en,Comedy,English
10-10-2010,Casper's Scare School,20.429,47,5.1,en,Family,English
10-10-2010,Casper's Scare School,20.429,47,5.1,en,Fantasy,English
10-10-2010,Beverly Hills Ninja,20.428,592,5.6,en,Comedy,English
10-10-2010,Beverly Hills Ninja,20.428,592,5.6,en,Action,English
09-10-2010,Entourage,20.427,838,6.2,en,Comedy,English
08-10-2010,Elephant,20.422,1420,7.1,en,Crime,English
08-10-2010,Elephant,20.422,1420,7.1,en,Drama,English
08-10-2010,Hawaiian Vacation,20.418,517,7,en,Animation,English
08-10-2010,Hawaiian Vacation,20.418,517,7,en,Family,English
08-10-2010,Hawaiian Vacation,20.418,517,7,en,Comedy,English
08-10-2010,Pola X,20.418,58,5.7,fr,Drama,French
08-10-2010,Pola X,20.418,58,5.7,fr,Romance,French
07-10-2010,All I See Is You,20.413,490,5.1,en,Mystery,English
07-10-2010,All I See Is You,20.413,490,5.1,en,Thriller,English
06-10-2010,No Half Measures: Creating the Final Season of Breaking Bad,20.413,90,8.5,en,Documentary,English
04-10-2010,New Initial D the Movie - Legend 1: Awakening,20.411,49,8.3,ja,Animation,Japanese
04-10-2010,New Initial D the Movie - Legend 1: Awakening,20.411,49,8.3,ja,Action,Japanese
02-10-2010,The Trial of the Chicago 7,20.408,2254,7.8,en,Drama,English
02-10-2010,The Trial of the Chicago 7,20.408,2254,7.8,en,History,English
02-10-2010,Brooklyn,20.408,2679,7.3,en,Romance,English
02-10-2010,Brooklyn,20.408,2679,7.3,en,Drama,English
01-10-2010,Hotel Mumbai,20.407,1139,7.6,en,Thriller,English
01-10-2010,Hotel Mumbai,20.407,1139,7.6,en,History,English
01-10-2010,Hotel Mumbai,20.407,1139,7.6,en,Drama,English
01-10-2010,Hotel Mumbai,20.407,1139,7.6,en,Action,English
01-10-2010,Too Handsome To Handle,20.406,7,6.6,id,Comedy,Other
01-10-2010,Too Handsome To Handle,20.406,7,6.6,id,Drama,Other
01-10-2010,Too Handsome To Handle,20.406,7,6.6,id,Romance,Other
01-10-2010,Pokémon the Movie: Genesect and the Legend Awakened,20.404,111,6.5,ja,Action,Japanese
01-10-2010,Pokémon the Movie: Genesect and the Legend Awakened,20.404,111,6.5,ja,Adventure,Japanese
01-10-2010,Pokémon the Movie: Genesect and the Legend Awakened,20.404,111,6.5,ja,Animation,Japanese
01-10-2010,Pokémon the Movie: Genesect and the Legend Awakened,20.404,111,6.5,ja,Family,Japanese
30-09-2010,Office Space,20.401,2244,7.4,en,Comedy,English
28-09-2010,A Fall from Grace,20.398,746,7.1,en,Drama,English
28-09-2010,A Fall from Grace,20.398,746,7.1,en,Fantasy,English
28-09-2010,A Fall from Grace,20.398,746,7.1,en,Thriller,English
24-09-2010,Kaamelott: The First Chapter,20.398,414,7.1,fr,Adventure,French
24-09-2010,Kaamelott: The First Chapter,20.398,414,7.1,fr,Fantasy,French
24-09-2010,I Saw the Devil,20.398,1785,7.8,ko,Thriller,Korean
24-09-2010,I Saw the Devil,20.398,1785,7.8,ko,Horror,Korean
24-09-2010,The Man Who Knew Infinity,20.396,1133,7.2,en,Drama,English
22-09-2010,The Dyatlov Pass Incident,20.395,476,5.8,en,Thriller,English
22-09-2010,The Dyatlov Pass Incident,20.395,476,5.8,en,Mystery,English
20-09-2010,Tiffany + Chucky,20.392,4,8.5,en,Horror,English
18-09-2010,Last Tango in Paris,20.383,951,7,it,Drama,Italian
18-09-2010,Last Tango in Paris,20.383,951,7,it,Romance,Italian
17-09-2010,Midway,20.378,204,6.6,en,Action,English
17-09-2010,Midway,20.378,204,6.6,en,Drama,English
17-09-2010,Midway,20.378,204,6.6,en,History,English
17-09-2010,Midway,20.378,204,6.6,en,War,English
17-09-2010,A Trash Truck Christmas,20.377,47,6.6,en,Animation,English
17-09-2010,A Trash Truck Christmas,20.377,47,6.6,en,Adventure,English
17-09-2010,A Trash Truck Christmas,20.377,47,6.6,en,Family,English
16-09-2010,4x4,20.376,80,6.4,es,Thriller,Spanish
15-09-2010,Justin and the Knights of Valour,20.376,247,5.9,en,Animation,English
15-09-2010,Justin and the Knights of Valour,20.376,247,5.9,en,Adventure,English
14-09-2010,Jane Got a Gun,20.375,665,5.8,en,Western,English
14-09-2010,Jane Got a Gun,20.375,665,5.8,en,Action,English
14-09-2010,Jane Got a Gun,20.375,665,5.8,en,Drama,English
14-09-2010,Close to the Horizon,20.373,368,8,de,Drama,German
14-09-2010,Close to the Horizon,20.373,368,8,de,Romance,German
13-09-2010,Taxi 5,20.363,831,5.6,fr,Comedy,French
13-09-2010,Taxi 5,20.363,831,5.6,fr,Action,French
13-09-2010,The Witches of Eastwick,20.363,1055,6.5,en,Comedy,English
13-09-2010,The Witches of Eastwick,20.363,1055,6.5,en,Fantasy,English
13-09-2010,The Witches of Eastwick,20.363,1055,6.5,en,Horror,English
11-09-2010,Hanna,20.36,2771,6.6,en,Action,English
11-09-2010,Hanna,20.36,2771,6.6,en,Thriller,English
11-09-2010,Hanna,20.36,2771,6.6,en,Adventure,English
10-09-2010,Star Trek IV: The Voyage Home,20.359,1099,7.2,en,Science Fiction,English
10-09-2010,Star Trek IV: The Voyage Home,20.359,1099,7.2,en,Adventure,English
09-09-2010,LEGO Marvel Spider-Man: Vexed by Venom,20.355,12,7.5,en,Animation,English
09-09-2010,LEGO Marvel Spider-Man: Vexed by Venom,20.355,12,7.5,en,Action,English
